SUBSTATION_VOLTAGE,SYS_NAME,EXISTING_GEN,QUEUED_GEN,TOTAL_GEN,PROJECTED_LOAD,PENETRATION_LEVEL,MAX_REMAIN_CAP,PERCENT_15_CAP,NOTE,CIRCUIT_ID,CIRCUIT_NAME,CIRCUIT_VOLTAGE,SUB_NAME,OBJECTID,Shape__Length
115/33 kV,Devers 220/115 System,0,0,0,25.45,0,27,3.82,Deliverability in this area has not been determined by previous interconnection studies.,2190604,Trevino,33,Eisenhower,3340,33637.9810292883
66/16 kV,Lighthipe 220/66 System,0.727,0,0.727,10.22,7.21,12.46,0.8,Interconnection studies in this area have identified adequate deliverability.,2189255,Trochu,16,Bullis,3341,65523.9815041104
66/12 kV,Mesa 220/66 System,0.734,0,0.734,8.72,2.13,9.81,1.12,Interconnection studies in this area have identified adequate deliverability.,2189256,Escamilla,12,Narrows,3342,58980.707215963
66/12 kV,Santiago 220/66 System,0.49,0.984,1.474,8.05,18.72,8.49,0,Interconnection studies in this area have identified adequate deliverability.,2189257,Trombone,12,Niguel,3343,49692.0329504443
66/12 kV,Antelope 220/66 System,1.859,0.015,1.875,10,23.76,7.62,0,Interconnection studies in this area have identified adequate deliverability.,2189258,Tropico,12,Lancaster,3344,78240.3943951089
66/12 kV,Rector 220/66 System,0.763,0.012,0.775,9.85,10.5,8.97,0.44,Interconnection studies in this area have identified inadequate deliverability.,2188114,Tuggle,12,Tulare,3345,88257.8744044592
66/12 kV,Villa Park 220/66 System,0.334,0,0.334,6.91,7.75,9.46,0.5,Interconnection studies in this area have identified adequate deliverability.,2190982,Tuition,12,Placentia,3346,25973.5108328334
66/4.16 kV,Del Amo 220/66 System,0.241,0,0.241,2.3,10.58,2.06,0.1,Interconnection studies in this area have identified adequate deliverability.,2188115,Tulane,4,Lucas,3347,10563.6225621777
66/12 kV,Barre 220/66 System,0.84,0.012,0.852,8.56,10.62,9.09,0.37,Interconnection studies in this area have identified adequate deliverability.,2190983,Tulip,12,Barre,3348,61134.4964278391
66/16 kV,Goleta 220/66 System,0.368,0.228,0.596,8.96,6.95,12.58,0.72,Interconnection studies in this area have identified adequate deliverability.,2190615,Turnpike,16,Santa Barbara,3349,73844.0984834723
66/12 kV,Vista A 220/66 System,0.767,0.002,0.769,8.78,8.81,9.23,0.54,Interconnection studies in this area have identified adequate deliverability.,2190616,Turntable,12,Bloomington,3350,71956.0571396397
66/12 kV,Johanna 220/66 System,0.904,0,0.904,9.09,15.51,8.59,0,Interconnection studies in this area have identified adequate deliverability.,2190989,Turtle,12,Cabrillo,3351,71849.5303334733
66/12 kV,Antelope 220/66 System,0.7,0,0.7,10,7.05,9.3,0.79,Interconnection studies in this area have identified adequate deliverability.,2190984,Quinby,12,Anaverde,3352,67078.7852896068
66/12 kV,Padua 220/66 System,0.963,0.045,1.009,8.42,12.6,8.94,0.2,Interconnection studies in this area have identified adequate deliverability.,2188116,Tully,12,Padua,3353,50005.5209632322
66/12 kV,Barre 220/66 System,1.074,0.006,1.08,9.09,12.23,8.89,0.25,Interconnection studies in this area have identified adequate deliverability.,2188117,Tulsa,12,Trask,3354,52747.8972627271
66/12 kV,Walnut 220/66 System,0.166,0,0.166,7.91,0.27,9.98,1.17,Interconnection studies in this area have identified adequate deliverability.,2191036,Westfield,12,Bassett,3355,49784.0809321708
115/12 kV,Victor 220/115 System,1.507,0.355,1.863,7.95,25,8.01,0,Interconnection studies in this area have identified adequate deliverability.,2190617,Tussing,12,Apple Valley,3356,130431.852732862
66/12 kV,Antelope 220/66 System,0.495,0.01,0.505,6.16,8.8,9.46,0.38,Interconnection studies in this area have identified adequate deliverability.,2190618,Twain,12,Palmdale,3357,51797.5620698835
16/4.16 kV,Lighthipe 220/66 System,0.052,0,0.052,1.81,2.88,2.25,0.22,Interconnection studies in this area have identified adequate deliverability.,2188191,Tweedy,4,Lynwood,3358,7188.70525312872
66/16 kV,Lighthipe 220/66 System,0.455,0.103,0.558,8.14,3.9,12.88,0.9,Interconnection studies in this area have identified adequate deliverability.,2188192,Twining,16,Jersey,3359,42314.3233445937
16/4.16 kV,La Cienega 220/66 System,0.087,0,0.087,0.94,9.23,2.21,0.05,Interconnection studies in this area have identified adequate deliverability.,2190367,Wetherly,4,Olympic,3360,10114.0857660253
66/16 kV,El Nido 220/66 System,0.086,0,0.086,9.56,3.03,12.91,1.14,Interconnection studies in this area have identified adequate deliverability.,2190368,Whale,16,El Nido,3361,41617.2520314017
66/12 kV,Rector 220/66 System,2.103,0.012,2.115,9.08,25.37,7.7,0,Interconnection studies in this area have identified inadequate deliverability.,2188780,Whey,12,Tulare,3362,100290.175358154
66/4.16 kV,La Cienega 220/66 System,0,0,0,1.28,0,2.3,0.19,Interconnection studies in this area have identified adequate deliverability.,2188193,Twenty Six St,4,Santa Monica,3363,13822.7394078105
66/12 kV,Rector 220/66 System,0.747,0.366,1.113,8.59,12.97,8.89,0.17,Interconnection studies in this area have identified inadequate deliverability.,2188194,Twin Butte,12,Venice Hill,3364,398190.021858789
66/16 kV,Saugus 220/66 System,1.744,0,1.744,10.58,19.01,11.19,0,Interconnection studies in this area have identified adequate deliverability.,2188195,Twin Lakes,16,Santa Susana,3365,47382.2897038625
66/12 kV,Antelope 220/66 System,2.104,0.029,2.134,9.79,22.87,7.76,0,Interconnection studies in this area have identified adequate deliverability.,2191037,Whip,12,Quartz Hill,3366,56005.0548591501
66/12 kV,Olinda 220/66 System,0.974,0.062,1.036,5.93,18.12,8.93,0,Interconnection studies in this area have identified adequate deliverability.,2188782,Whipstock,12,Olinda,3367,84258.2038523511
66/12 kV,Antelope 220/66 System,2.959,0.022,2.981,8.14,38.1,6.9,0,Interconnection studies in this area have identified adequate deliverability.,2191038,Invention,12,Quartz Hill,3368,50938.172696995
66/12 kV,Viejo 220/66 System,1.089,0.01,1.098,8.63,13.55,8.83,0.12,Interconnection studies in this area have identified adequate deliverability.,2191039,Whiskey,12,Chiquita,3369,40796.5078579378
66/12 kV,Mira Loma 220/66 System,0.098,0,0.098,10,1.37,9.86,1.36,Interconnection studies in this area have identified adequate deliverability.,2190370,Whisper,12,Chase,3370,50895.4706731063
16/4.16 kV,Lighthipe 220/66 System,0.123,0.005,0.128,1.65,7.89,2.17,0.12,Interconnection studies in this area have identified adequate deliverability.,2190692,White,4,Longdon,3371,7442.39579016952
33/33 kV,Vista 220/115 System,0,0,0,1.45,0,27,0.22,Interconnection studies in this area have identified adequate deliverability.,2190990,Twin Peaks,33,Burnt Mill,3372,61935.3788560659
66/12 kV,Olinda 220/66 System,0.498,0.023,0.521,6.97,8.49,9.41,0.45,Interconnection studies in this area have identified adequate deliverability.,2190991,Twister,12,La Habra,3373,43727.3486401578
16/4.16 kV,La Fresa 220/66 System,0.106,0,0.106,1.14,9.1,2.2,0.07,Interconnection studies in this area have identified adequate deliverability.,2190992,Tyburn,4,Tyburn P.T.,3374,11928.1975561104
66/12 kV,Walnut 220/66 System,0,0.121,0.121,7.06,3.43,9.76,0.82,Interconnection studies in this area have identified adequate deliverability.,2190993,Tyhard,12,Puente,3375,29603.5705043813
66/4.16 kV,Rio Hondo 220/66 System,0.003,0,0.003,0,0,2.3,0,Interconnection studies in this area have identified adequate deliverability.,2190994,Tyler,4,Amador,3376,5440.29049798192
66/12 kV,Villa Park 220/66 System,3.565,0.11,3.675,10,19.23,8.08,0,Interconnection studies in this area have identified adequate deliverability.,2190995,Typhoon,12,Yorba Linda,3377,50284.5865481527
66/4.16 kV,Springville 220/66 System,0.047,0,0.047,0.55,9.29,2.25,0.03,Interconnection studies in this area have identified inadequate deliverability.,2190996,Ulmer,4,Porterville,3378,3187.20867507382
66/12 kV,Rector 220/66 System,0.448,0,0.448,8.05,6.5,9.48,0.68,Interconnection studies in this area have identified inadequate deliverability.,2191040,Whitendale,12,Oak Grove,3379,62695.9180852668
66/16 kV,Moorpark 220/66 System,1.604,0.356,1.96,12.05,17.86,11.05,0,Interconnection studies in this area have identified adequate deliverability.,2191041,Whitecliff,16,Thousand Oaks,3380,61562.7543441352
33/12 kV,Devers 220/115 System,0.553,0.007,0.559,3.28,18.55,9.39,0,Deliverability in this area has not been determined by previous interconnection studies.,2190693,Whitehorn,12,Joshua Tree,3381,46132.9482873923
66/12 kV,Mira Loma 220/66 System,0.831,0,0.831,8.84,3.74,9.67,0.99,Interconnection studies in this area have identified adequate deliverability.,2190371,Whitehorse,12,Milliken,3382,66935.3020276478
66/16 kV,Mesa 220/66 System,0.086,0,0.086,3.78,2.39,13.11,0.48,Interconnection studies in this area have identified adequate deliverability.,2188783,Whiteside,16,Wabash,3383,17582.065526898
66/16 kV,El Nido 220/66 System,0.52,0,0.52,5.21,0,13.2,0.78,Interconnection studies in this area have identified adequate deliverability.,2188784,Whiting,16,Sepulveda,3384,14689.2408666045
55/12 kV,Inyo Sce 220/115 System,1.34,0.263,1.603,6.78,21.45,8.55,0,Interconnection studies in this area have identified inadequate deliverability.,2190997,Underwood,12,Mt. Tom,3385,175940.346875611
33/12 kV,Victor 220/115 System,1.321,0.01,1.331,4.37,56.51,7.53,0,Interconnection studies in this area have identified adequate deliverability.,2190619,Underworld,12,Styx P.T.,3386,86538.4935493502
66/12 kV,Center 220/66 System,0.193,0,0.193,10,1.93,9.81,1.31,Interconnection studies in this area have identified adequate deliverability.,2190998,Union,12,Santa Fe Springs,3387,41927.5348635396
66/12 kV,San Bernardino 220/66 System,5.359,0,5.359,5.86,93.35,4.53,0,Interconnection studies in this area have identified adequate deliverability.,2189334,Unicorn,12,San Bernardino,3388,77992.7375072389
12/4.16 kV,San Bernardino 220/66 System,0.031,0.002,0.033,1.04,3.57,2.26,0.12,Interconnection studies in this area have identified adequate deliverability.,2188786,Whitlock,4,Tippecanoe,3389,6617.17263984871
66/16 kV,Mesa 220/66 System,0.312,0,0.312,12.7,0.7,13.11,1.82,Interconnection studies in this area have identified adequate deliverability.,2188787,Whitmore,16,Rosemead,3390,27170.8735264402
66/16 kV,Laguna Bell De 220/66 System,0.011,0,0.011,7.72,0.15,13.19,1.15,Interconnection studies in this area have identified adequate deliverability.,2190694,Whitsett,16,Calden,3391,22540.9615221688
66/12 kV,Barre 220/66 System,0.374,0,0.374,5.54,8.84,9.51,0.34,Interconnection studies in this area have identified adequate deliverability.,2190695,Whitaker,12,La Palma,3392,44286.2159427013
66/16 kV,La Cienega 220/66 System,0,0,0,10.67,0,13.2,1.6,Interconnection studies in this area have identified adequate deliverability.,2190697,Whitworth,16,Beverly,3393,15129.8659451021
66/16 kV,Laguna Bell Ab 220/66 System,0.614,0,0.614,10.57,0.31,13.17,1.55,Interconnection studies in this area have identified adequate deliverability.,2190620,Union Pacific,16,Bandini,3394,33634.6572185739
12/4.16 kV,Center 220/66 System,0.198,0,0.198,2.24,8.81,2.1,0.14,Interconnection studies in this area have identified adequate deliverability.,2189335,Unity,4,Rivera,3395,17372.0304281392
66/12 kV,Padua 220/66 System,1.17,0.01,1.181,10,12.15,8.79,0.29,Interconnection studies in this area have identified adequate deliverability.,2189336,Unser,12,Cucamonga,3396,39624.0360437182
115/12 kV,Vista 220/115 System,1.375,0.029,1.404,9.39,15.45,8.55,0,Interconnection studies in this area have identified adequate deliverability.,2189337,Urbita,12,Homart,3397,72919.229822451
66/12 kV,Johanna 220/66 System,1.032,0,1.032,5.92,17.5,8.96,0,Interconnection studies in this area have identified adequate deliverability.,2190622,Uranium,12,Camden,3398,29821.7351062522
66/16 kV,Moorpark 220/66 System,0.379,0,0.379,7.07,5.68,12.8,0.66,Interconnection studies in this area have identified adequate deliverability.,2190374,Whizzin,16,Malibu,3399,15829.6223287188
66/12 kV,Barre 220/66 System,0.167,0.005,0.172,4.27,4.43,9.81,0.45,Interconnection studies in this area have identified adequate deliverability.,2190698,Wichita,12,Trask,3400,29276.9216761738
66/16 kV,Santa Clara 220/66 System,1.176,0.288,1.464,10.9,12.88,11.8,0.23,Interconnection studies in this area have identified adequate deliverability.,2188788,Wigton,16,Camarillo,3401,57135.9512485685
115/12 kV,Vista 220/115 System,0.194,0.103,0.297,6.37,4.66,9.7,0.66,Interconnection studies in this area have identified adequate deliverability.,2191006,Varsity,12,Shandin,3402,42655.94011865
66/12 kV,Mira Loma 220/66 System,1.458,0,1.458,7.64,19.14,8.54,0,Interconnection studies in this area have identified adequate deliverability.,2190634,Vassal,12,Corona,3403,37954.6712224777
66/12 kV,Walnut 220/66 System,0.657,0,0.657,10,8.06,9.19,0.69,Interconnection studies in this area have identified adequate deliverability.,2189396,Vecino,12,Cortez,3404,51470.8495633585
66/16 kV,Saugus 220/66 System,1.518,0.02,1.538,11.22,14.42,11.58,0.07,Interconnection studies in this area have identified adequate deliverability.,11327429,Vasquez,16,Solemint,3405,50982.0181106049
115/12 kV,Valley 'D' 500/115 System,1.145,0.109,1.254,8.91,18.6,8.34,0,Deliverability in this area has not been determined by previous interconnection studies.,2188269,Velardo,12,Moraga,3406,58854.1455508991
66/12 kV,Vista A 220/66 System,1.283,0.03,1.314,10,14.07,8.59,0.09,Interconnection studies in this area have identified adequate deliverability.,2190699,Wigwag,12,Bloomington,3407,53155.7991794673
66/12 kV,Rector 220/66 System,1.185,0.974,2.159,5.23,46.77,7.55,0,Interconnection studies in this area have identified inadequate deliverability.,2190375,Wilbur,12,Laurel,3408,198651.69951114
66/16 kV,Laguna Bell Ab 220/66 System,0.821,0,0.821,9.39,5.28,12.7,0.91,Interconnection studies in this area have identified adequate deliverability.,2190700,Wilcox,16,Cudahy,3409,29009.8979667162
66/16 kV,Lighthipe 220/66 System,0.477,3.003,3.48,7.96,6.17,12.71,0.7,Interconnection studies in this area have identified adequate deliverability.,2190701,Wildcat,16,Bullis,3410,52214.8471728944
66/12 kV,Vestal 220/66 System,0.014,0,0.014,6.91,0.2,9.99,1.02,Interconnection studies in this area have identified inadequate deliverability.,2191043,Wildflower,12,Mariposa,3411,56437.5835004667
115/33 kV,Valley 'D' 500/115 System,0,0,0,8.37,0.1,26.99,1.25,Deliverability in this area has not been determined by previous interconnection studies.,2191044,Wildomar,33,Elsinore,3412,111325.959051921
66/12 kV,San Bernardino 220/66 System,2.088,0.823,2.91,8.75,33.16,7.1,0,Interconnection studies in this area have identified adequate deliverability.,2188270,Memphis,12,Tennessee,3413,88684.1589248183
115/33 kV,Devers 220/115 System,0,10,10,5.98,167.2,17,0,Deliverability in this area has not been determined by previous interconnection studies.,2190635,Vella,33,Eisenhower,3414,19330.7038122268
66/16 kV,Rio Hondo 220/66 System,0.057,0,0.057,4.45,4.5,13,0.47,Interconnection studies in this area have identified adequate deliverability.,2189398,Velma,16,Amador,3415,45435.7263916856
16/4.16 kV,La Fresa 220/66 System,0.378,0,0.378,2.3,16.81,1.91,0,Interconnection studies in this area have identified adequate deliverability.,2190636,Venus,4,Bluff Cove,3416,31270.2476101506
66/12 kV,Olinda 220/66 System,0.78,0.055,0.835,9.21,11.53,8.94,0.32,Interconnection studies in this area have identified adequate deliverability.,2188271,Vera Cruz,12,Brea,3417,78864.5684718515
66/16 kV,Saugus 220/66 System,1.453,0,1.453,10.17,14.95,11.68,0,Interconnection studies in this area have identified adequate deliverability.,2188839,Wildwood,16,Newhall,3418,34825.9502022591
66/16 kV,Saugus 220/66 System,0.935,0,0.935,9.54,10.09,12.24,0.47,Interconnection studies in this area have identified adequate deliverability.,2188840,Wiley,16,Newhall,3419,50760.4692570985
66/16 kV,Mesa 220/66 System,0.18,0,0.18,13.19,3.56,12.73,1.51,Interconnection studies in this area have identified adequate deliverability.,2188841,Willard,16,Ravendale,3420,65831.990912119
66/12 kV,Ellis 'C' 220/66 System,0.396,0.011,0.407,7.06,12.88,9.09,0.15,Interconnection studies in this area have identified adequate deliverability.,2188842,Willets,12,Sullivan,3421,46226.6905787637
66/12 kV,Center 220/66 System,0.158,0,0.158,10,1.8,9.82,1.32,Interconnection studies in this area have identified adequate deliverability.,2188843,William,12,Stewart,3422,69591.375478467
66/12 kV,Barre 220/66 System,0.262,0.006,0.268,8.26,3.37,9.72,0.96,Interconnection studies in this area have identified adequate deliverability.,2188272,Verbena,12,Barre,3423,36270.3710424499
66/12 kV,Padua 220/66 System,1.083,0.007,1.09,9.27,12.28,8.86,0.25,Interconnection studies in this area have identified adequate deliverability.,2191007,Verdi,12,Padua,3424,39919.0432809393
66/16 kV,Gould 220/66 System,0.428,0.012,0.439,13.18,3.46,12.74,1.52,Interconnection studies in this area have identified adequate deliverability.,2189479,Verdugo,16,La Canada,3425,152151.203883486
12/4.16 kV,Del Amo 220/66 System,0.059,0,0.059,0.81,7.78,2.24,0.06,Interconnection studies in this area have identified adequate deliverability.,2188273,Verde,4,Hedda,3426,18330.6325397805
115/33 kV,Vista 220/115 System,4,0,4,13.85,0,27,2.08,Interconnection studies in this area have identified adequate deliverability.,2188274,Verdemont,33,Calectric,3427,144025.685878288
66/12 kV,Padua 220/66 System,0.145,0,0.145,9.59,3.84,9.63,1.07,Interconnection studies in this area have identified adequate deliverability.,2188844,Willis,12,Upland,3428,53809.1457383398
66/12 kV,Hinson 220/66 System,0,0,0,5.59,0,10,0.84,Interconnection studies in this area have identified adequate deliverability.,2188845,Willow,12,Watson,3429,17711.5223932064
66/12 kV,Antelope 220/66 System,0.168,0,0.168,1.45,12.4,9.82,0.04,Interconnection studies in this area have identified adequate deliverability.,2188846,Willow Springs,12,Rosamond,3430,216947.045462016
33/12 kV,Devers 220/115 System,0.407,0,0.407,2.77,35,9.03,0,Deliverability in this area has not been determined by previous interconnection studies.,2189389,Utah,12,Twentynine Palms,3431,95300.4801171978
66/12 kV,Walnut 220/66 System,0.291,0,0.291,9.06,3.48,9.68,1.04,Interconnection studies in this area have identified adequate deliverability.,2188196,Utopia,12,Nogales,3432,70322.9584497902
66/12 kV,Santiago 220/66 System,0.344,0,0.344,7.29,5.5,9.6,0.69,Interconnection studies in this area have identified adequate deliverability.,2189390,Vaca,12,Borrego,3433,34550.1042073605
66/12 kV,Antelope 220/66 System,1.058,0.014,1.072,7.44,15.1,8.88,0,Interconnection studies in this area have identified adequate deliverability.,2188197,Vadar,12,Shuttle,3434,62965.7886437842
66/12 kV,Walnut 220/66 System,0.826,0,0.826,7.86,10.83,9.15,0.33,Interconnection studies in this area have identified adequate deliverability.,2191003,Valiant,12,Nogales,3435,49032.8306527991
66/12 kV,Walnut 220/66 System,2.036,0,2.036,8.61,24.13,7.92,0,Interconnection studies in this area have identified adequate deliverability.,2191004,Valinda,12,Puente,3436,44744.3264607559
66/4.16 kV,Mesa 220/66 System,0.038,0,0.038,2.3,1.65,2.26,0.31,Interconnection studies in this area have identified adequate deliverability.,2191045,Wilmar,4,Ramona,3437,13788.1254168095
66/12 kV,Lighthipe 220/66 System,1.605,0.178,1.784,8.05,6.8,9.45,0.66,Interconnection studies in this area have identified adequate deliverability.,2191046,Wilmington,12,Alon,3438,42609.2669460785
66/4.16 kV,Eagle Rock 220/66 System,0,0,0,1.1,0,2.3,0.16,Interconnection studies in this area have identified adequate deliverability.,2191047,Wilshire,4,Beverly,3439,9683.41512355686
66/16 kV,Goleta 220/66 System,1.221,10.011,11.232,10.92,100.8,2.19,0,Interconnection studies in this area have identified adequate deliverability.,2191005,Vallecito,16,Carpinteria,3440,157309.096288867
12/2.4 kV,Vista 220/115 System,0.044,0,0.044,0.94,4.62,1.26,0.1,Interconnection studies in this area have identified adequate deliverability.,2190623,Valley Of The Moon,2.4,Valley Of The Moon P.T.,3441,11208.3262052688
66/12 kV,San Bernardino 220/66 System,0.75,0.021,0.77,8.65,9.25,9.2,0.5,Interconnection studies in this area have identified adequate deliverability.,2191049,Wilson Creek,12,Yucaipa,3442,58514.0531822438
66/12 kV,Rio Hondo 220/66 System,0.527,0,0.527,6.19,8.52,9.47,0.4,Interconnection studies in this area have identified adequate deliverability.,2191050,Winark,12,Dalton,3443,37490.2457421768
66/12 kV,Hinson 220/66 System,0,0,0,1.44,0,10,0.22,Interconnection studies in this area have identified adequate deliverability.,2191052,Windham,12,Pico,3444,14827.7330292947
66/12 kV,Rector 220/66 System,1,0,1,4.4,22.71,9,0,Interconnection studies in this area have identified inadequate deliverability.,2190702,Windt,12,Laurel,3445,114846.826525313
66/12 kV,Etiwanda 220/66 System,0.048,0,0.048,7.81,0.61,9.95,1.12,Interconnection studies in this area have identified adequate deliverability.,2190377,Wind Tunnel,12,Alder,3446,53849.3417755336
115/12 kV,Valley 'D' 500/115 System,1.193,0.011,1.204,5.41,23.52,8.73,0,Deliverability in this area has not been determined by previous interconnection studies.,2190378,Winery,12,Pauba,3447,143473.718955663
16/4.16 kV,La Fresa 220/66 System,0.075,0,0.075,1.16,7.3,2.22,0.09,Interconnection studies in this area have identified adequate deliverability.,2190624,Valmonte,4,Palos Verdes,3448,14093.2380834162
66/4.16 kV,Rio Hondo 220/66 System,0.288,0,0.288,2.07,13.81,2.01,0.02,Interconnection studies in this area have identified adequate deliverability.,2190625,Valnett,4,Anita,3449,16360.507698548
66/12 kV,Walnut 220/66 System,0.191,0.9,1.091,8.63,12.72,8.9,0.2,Interconnection studies in this area have identified adequate deliverability.,2190626,Valsun,12,Bassett,3450,52194.4324154836
66/16 kV,La Fresa 220/66 System,1.12,0,1.12,7.58,22.93,11.46,0,Interconnection studies in this area have identified adequate deliverability.,2190627,Valve,16,Ditmar,3451,66883.4205464226
66/12 kV,Mira Loma 220/66 System,1.631,0.005,1.636,9.5,15.2,8.56,0,Interconnection studies in this area have identified adequate deliverability.,2190379,Wineville,12,Pedley,3452,55253.2659941291
115/12 kV,Victor 220/115 System,0.682,0.007,0.689,8.41,8.61,9.28,0.54,Interconnection studies in this area have identified adequate deliverability.,2188909,Wing,12,Savage,3453,65252.3118922422
66/16 kV,Santa Clara 220/66 System,1.177,0,1.177,13.2,12.55,11.54,0.32,Interconnection studies in this area have identified adequate deliverability.,2190380,Winford,16,Gonzales,3454,71765.0073600033
66/16 kV,Saugus 220/66 System,0.025,0,0.025,7.39,1.44,13.09,1,Interconnection studies in this area have identified adequate deliverability.,2188198,Val Verde,16,Saugus,3455,31881.5265319039
66/12 kV,Ellis 'C' 220/66 System,1.815,0.812,2.626,8,12.7,8.98,0.18,Interconnection studies in this area have identified adequate deliverability.,2189391,Van Brocklin,12,Brookhurst,3456,42213.896809905
66/12 kV,Villa Park 220/66 System,0.846,0,0.846,8.97,9.71,9.13,0.47,Interconnection studies in this area have identified adequate deliverability.,2190628,Van Buren,12,Atwood,3457,20499.4292673972
66/12 kV,Hinson 220/66 System,0,0,0,1.85,0,10,0.28,Interconnection studies in this area have identified adequate deliverability.,2189392,Van Camp,12,Pico,3458,15983.1997522096
16/4.16 kV,Mesa 220/66 System,0.02,0,0.02,2.3,0.89,2.28,0.32,Interconnection studies in this area have identified adequate deliverability.,2190629,Vancouver,4,Amalia,3459,14456.0622023932
66/16 kV,Santa Clara 220/66 System,0.853,0.007,0.86,13.04,6.82,12.31,1.07,Interconnection studies in this area have identified adequate deliverability.,2191053,Windjammer,16,Channel Island,3460,87485.9341289667
33/2.4 kV,Kramer 220/115 System,0.008,0,0.008,0.2,3.72,1.29,0.02,Interconnection studies in this area have identified inadequate deliverability.,2190985,Tumbleweed,2.4,Tumbleweed P.T.,3461,18273.1855758991
66/16 kV,Moorpark 220/66 System,0.104,0,0.104,7.74,1.52,13.08,1.04,Interconnection studies in this area have identified adequate deliverability.,2188118,Tuna,16,Tapia,3462,49495.1681642805
66/12 kV,Del Amo 220/66 System,1.87,0.006,1.876,5.74,13.26,9.24,0.1,Interconnection studies in this area have identified adequate deliverability.,2188189,Tundra,12,Greening,3463,24353.0812036297
66/12 kV,Springville 220/66 System,0.803,1.049,1.852,6.43,29.58,8.1,0,Interconnection studies in this area have identified inadequate deliverability.,2189393,Vandalia,12,Porterville,3464,193722.434882617
66/16 kV,Santa Clara 220/66 System,0,0,0,1.89,0,13.2,0.28,Interconnection studies in this area have identified adequate deliverability.,2189394,Vanguard,16,Estero,3465,20818.3666101233
115/12 kV,Victor 220/115 System,2.069,0,2.069,7.5,20.3,8.48,0,Interconnection studies in this area have identified adequate deliverability.,2190986,Tunnel,12,Aqueduct,3466,114449.762666909
66/12 kV,Vestal 220/66 System,0,0,0,2.06,2.06,9.96,0.27,Interconnection studies in this area have identified inadequate deliverability.,2190987,Tungsten,12,Isabella,3467,6109.56853489187
66/12 kV,Chino 220/66 System,0.649,0,0.649,7.5,8.67,9.35,0.48,Interconnection studies in this area have identified adequate deliverability.,2190988,Tupelo,12,Peyton,3468,40504.2039763372
115/12 kV,Victor 220/115 System,1.307,0.014,1.321,7.62,19.01,8.55,0,Interconnection studies in this area have identified adequate deliverability.,2190611,Turbine,12,Aqueduct,3469,62419.867929116
66/4.16 kV,La Fresa 220/66 System,0.108,0.003,0.112,2.3,5.09,2.18,0.23,Interconnection studies in this area have identified adequate deliverability.,2190631,Van Wick,4,Howard,3470,21900.2578799679
66/16 kV,Moorpark 220/66 System,2.186,0,2.186,13.2,13.33,11.44,0.22,Interconnection studies in this area have identified adequate deliverability.,2190632,Vaquero,16,Potrero,3471,65781.8888021729
66/12 kV,Johanna 220/66 System,0.028,0,0.028,6.99,0.4,9.97,1.02,Interconnection studies in this area have identified adequate deliverability.,2190633,Vasco,12,Cabrillo,3472,14355.0043994624
66/12 kV,Ellis 'A' 220/66 System,0.001,5.405,5.406,9.3,0.01,10,1.39,Interconnection studies in this area have identified adequate deliverability.,2189395,Vardon,12,Lafayette,3473,28327.266135342
66/4.16 kV,Rio Hondo 220/66 System,0.057,0,0.057,1.26,4.49,2.24,0.13,Interconnection studies in this area have identified adequate deliverability.,2190612,Turf,4,Arcadia,3474,12200.324580149
33/12 kV,Kramer 220/115 System,0.326,0.004,0.33,2.93,12.85,9.62,0.06,Interconnection studies in this area have identified inadequate deliverability.,2188190,Turkey,12,Ordway,3475,141089.207479946
66/12 kV,Walnut 220/66 System,1.1,0,1.1,8.26,15.23,8.74,0,Interconnection studies in this area have identified adequate deliverability.,2190613,Turnbull,12,Walnut,3476,49215.0264059239
66/12 kV,Rector 220/66 System,0.271,0.006,0.277,7.02,10.89,9.24,0.29,Interconnection studies in this area have identified inadequate deliverability.,2190614,Turner,12,Tulare,3477,39330.3254643066
66/4.16 kV,Lighthipe 220/66 System,0.099,0,0.099,2.22,5.32,2.18,0.22,Interconnection studies in this area have identified adequate deliverability.,2188111,Tucker,4,Bullis,3478,19812.7863644202
115/12 kV,Valley 'Ab' 500/115 System,1.511,0.024,1.536,6.73,19.89,8.66,0,Deliverability in this area has not been determined by previous interconnection studies.,2188112,Tudor,12,Mayberry,3479,77980.7737148821
55/16 kV,Inyo Sce 220/115 System,0.031,0.003,0.035,0.44,7.91,13.17,0.03,Interconnection studies in this area have identified inadequate deliverability.,2188113,Tufa,16,Lundy,3480,64001.1708595204
66/16 kV,Laguna Bell De 220/66 System,0.318,0,0.318,3.38,0.1,13.2,0.5,Interconnection studies in this area have identified adequate deliverability.,2188618,Warman,16,Randolph,3481,13523.7203623154
66/12 kV,Barre 220/66 System,0.723,0.005,0.728,9.61,8.26,9.21,0.65,Interconnection studies in this area have identified adequate deliverability.,2188699,Warriors,12,Team,3482,70336.8792804974
16/4.16 kV,La Cienega 220/66 System,0.367,0,0.367,2.23,17.08,1.92,0,Interconnection studies in this area have identified adequate deliverability.,2190133,Verdun,4,Windsor Hills,3483,12814.7071370285
66/12 kV,Olinda 220/66 System,0.602,0.024,0.626,7.99,8.14,9.35,0.55,Interconnection studies in this area have identified adequate deliverability.,2190134,Vermont,12,Carolina,3484,27626.6770902276
16/4.16 kV,Mesa 220/66 System,0.007,0,0.007,2.22,0.3,2.29,0.33,Interconnection studies in this area have identified adequate deliverability.,2190135,Verona,4,Amalia,3485,15610.3432921855
